"scientificName","cadillac","Kingdom","Phylum","Class","Order","Family","Body.Length","Unit","Measurement.Type","Metric","Number.of.Individuals","Sex","Age","Lifestage","Level","Searched.By","Notes","Citation","Link","Time.Searched"
"Petrolisthes cinctipes","n","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Phalangium opilio","n","Animalia","Arthropoda","Arachnida","Opiliones","Phalangiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Philodromus albidus","n","Animalia","Arthropoda","Arachnida","Araneae","Philodromidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Rhysodromus histrio","n","Animalia","Arthropoda","Arachnida","Araneae","Philodromidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Philoscia muscorum","n","Animalia","Arthropoda","Malacostraca","Isopoda","Philosciidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Piratula hygrophila","n","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Piratula latitans","n","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Piratula uliginosa","n","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Guinusia chabrus","n","Animalia","Arthropoda","Malacostraca","Decapoda","Plagusiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Platyarthrus hoffmannseggii","n","Animalia","Arthropoda","Malacostraca","Isopoda","Platyarthridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Polydesmus angustus","n","Animalia","Arthropoda","Diplopoda","Polydesmida","Polydesmidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Polydesmus coriaceus","n","Animalia","Arthropoda","Diplopoda","Polydesmida","Polydesmidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Polydesmus denticulatus","n","Animalia","Arthropoda","Diplopoda","Polydesmida","Polydesmidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Polydesmus inconstans","n","Animalia","Arthropoda","Diplopoda","Polydesmida","Polydesmidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porcellio scaber","n","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porcellio spinicornis","n","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porcellionides cingendus","n","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porcellionides pruinosus","n","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porrhomma microphthalmum","n","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Achelous gibbesii","n","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Proasellus meridianus","n","Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Schendyla nemorensis","n","Animalia","Arthropoda","Chilopoda","Geophilomorpha","Schendylidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sicyonia dorsalis","n","Animalia","Arthropoda","Malacostraca","Decapoda","Sicyoniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Simitidion simile","n","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Solenocera sp.","n","Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Stigmatogaster subterranea","n","Animalia","Arthropoda","Chilopoda","Geophilomorpha","Himantariidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Strigamia acuminata","n","Animalia","Arthropoda","Chilopoda","Geophilomorpha","Linotaeniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Strigamia crassipes","n","Animalia","Arthropoda","Chilopoda","Geophilomorpha","Linotaeniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tegenaria duellica","n","Animalia","Arthropoda","Arachnida","Araneae","Agelenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tetraclita rubescens","n","Animalia","Arthropoda","Maxillopoda","Sessilia","Tetraclitidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tetraclitella purpurascens","y","Animalia","Arthropoda","Maxillopoda","Sessilia","Tetraclitidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Phylloneta impressa","n","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Platnickina tincta","n","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trachelipus rathkii","n","Animalia","Arthropoda","Malacostraca","Isopoda","Trachelipodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trachypenaeus sp.","n","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trichoniscus pusillus","n","Animalia","Arthropoda","Malacostraca","Isopoda","Trichoniscidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trichoniscus pygmaeus","n","Animalia","Arthropoda","Malacostraca","Isopoda","Trichoniscidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Urothoe poseidonis","n","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Walckenaeria clavicornis","n","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Westwoodilla caecula","n","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Xysticus kochi","n","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Zilla diodia","n","Animalia","Arthropoda","Arachnida","Araneae","Araneidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alectoria ochroleuca","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alternaria brassicae","n","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryoria fuscescens","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calicium viride","n","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cetraria aculeata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cetraria ericetorum","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cetraria islandica","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cetraria nigricans","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia mitis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia rangiferina","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia stellaris","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia amaurocraea","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia bellidiflora","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia cenotea","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia coccifera","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia cornuta","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia crispata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia deformis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia furcata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia gracilis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia macrophylla","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia pleurota","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia pyxidata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia squamosa","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia symphycarpa","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Cladonia uncialis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Claviceps africana","n","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bipolaris maydis","n","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bipolaris sorokiniana","n","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Colletotrichum acutatum","n","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Colletotrichum truncatum","n","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Evernia prunastri","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Nephromopsis cucullata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Nephromopsis nivalis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Fusarium sporotrichioides","n","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Fusarium avenaceum","n","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Gowardia nigricans","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Hypocenomyce scalaris","n","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Ophioparmaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Hypogymnia physodes","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Hypogymnia tubulosa","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ramularia collo-cygni","n","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Mycosphaerella pini","n","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Nephroma arcticum","n","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Nephromataceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Parmelia sulcata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Parmeliopsis ambigua","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Peltigera sp.","n","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Platismatia glauca","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Pseudevernia furfuracea","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ramalina farinacea","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ramalina fastigiata","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Solorina crocea","n","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphaerophorus fragilis","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Sphaerophoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphaerophorus globosus","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Sphaerophoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Stereocaulon sp.","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Thamnolia vermicularis","n","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Nephromopsis chlorophylla","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Usnea hirta","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Usnea subfloridana","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Vulpicida pinastri","n","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Xanthoria parietina","n","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Pseudo-Nitzschia sp.","n","Plantae","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Thalassiosira sp.","n","Plantae","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Phakopsora ampelopsidis","n","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alleniella complanata","n","Plantae","Bryophyta","Bryopsida","Leucodontales","Neckeraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aloina aloides","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amblyodon dealbatus","n","Plantae","Bryophyta","Bryopsida","Bryales","Meesiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Hygroamblystegium fluviatile","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amblystegium serpens","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Hygroamblystegium tenax","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amphidium mougeotii","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Andreaea alpina","n","Plantae","Bryophyta","Andreaeopsida","Andreaeales","Andreaeaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Andreaea frigida","n","Plantae","Bryophyta","Andreaeopsida","Andreaeales","Andreaeaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anoectangium aestivum","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anomodon viticulosus","n","Plantae","Bryophyta","Bryopsida","Hypnales","Thuidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Antitrichia curtipendula","n","Plantae","Bryophyta","Bryopsida","Leucodontales","Leucodontaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Archidium alternifolium","n","Plantae","Bryophyta","Bryopsida","Archidiales","Archidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Atrichum undulatum","n","Plantae","Bryophyta","Bryopsida","Polytrichales","Polytrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aulacomnium androgynum","n","Plantae","Bryophyta","Bryopsida","Bryales","Aulacomniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aulacomnium palustre","n","Plantae","Bryophyta","Bryopsida","Bryales","Aulacomniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Barbula unguiculata","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bartramia ithyphylla","n","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bartramia pomiformis","n","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Blindia acuta","n","Plantae","Bryophyta","Bryopsida","Seligerales","Seligeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium albicans","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium glareosum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium reflexum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium rivulare","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium rutabulum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium salebrosum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Brachythecium starkii","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Breutelia chrysocoma","n","Plantae","Bryophyta","Bryopsida","Bryales","Bartramiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryoerythrophyllum ferruginascens","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryoerythrophyllum recurvirostrum","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum argenteum","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum bicolor","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum caespiticium","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum klinggraeffii","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum pseudotriquetrum","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum radiculosum","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum rubens","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum ruderale","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum sauteri","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Bryum subapiculatum","n","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Buxbaumia viridis","n","Plantae","Bryophyta","Bryopsida","Buxbaumiales","Buxbaumiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calliergon cordifolium","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calliergon giganteum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Warnstorfia sarmentosa","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Calliergonella cuspidata","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Camptothecium lutescens","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campyliadelphus chrysophyllus","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campylopus atrovirens","n","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campylopus brevipilus","n","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Campylopus flexuosus","n","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
