Species,Kingdom,Phylum,Class,Order,Family ,db,db_code,Body Length,Unit,Measurement Type,Metric,Number of Individuals,Sex,Age,Lifestage,Level,Searched By,Notes,Citation,Link,Time Searched
Nectocarcinus tuberculatus,Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,gbif,GBIF:4644436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Nectocarcinus tuberculosus,Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,gbif,GBIF:4644436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Nemasoma varicorne,Animalia,Arthropoda,Diplopoda,Julida,Nemasomatidae,gbif,GBIF:4986358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Nemastoma bimaculatum,Animalia,Arthropoda,Arachnida,Opiliones,Nemastomatidae,gbif,GBIF:8254648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Neobisium carcinoides,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Neobisiidae,gbif,GBIF:2126023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Neoscona adianta,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,gbif,GBIF:2158851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Nephrops norvegicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,gbif,GBIF:2226962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Oligolophus tridens,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,gbif,GBIF:4553538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ommatoiulus sabulosus,Animalia,Arthropoda,Diplopoda,Julida,Julidae,gbif,GBIF:1012292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Oniscus asellus,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,gbif,GBIF:5176315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ophyiulus pilosus,Animalia,Arthropoda,Diplopoda,Julida,Julidae,gbif,GBIF:1012767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Oxyurostylis smithi,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,gbif,GBIF:2214592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ozyptila praticola,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,gbif,GBIF:2166725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pandalus dispar,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,gbif,GBIF:2222443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pandalopsis dispar,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,gbif,GBIF:2222443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pandalus eous,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,gbif,GBIF:2222353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parapenaeus longirostris,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,gbif,GBIF:2223527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paroligolophus agrestis,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,gbif,GBIF:4553336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pasiphaea sp.,Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Farfantepenaeus aztecus,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,gbif,GBIF:2223840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penaeus duorarum,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,gbif,GBIF:2223847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Farfantepenaeus duorarum,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,gbif,GBIF:2223847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petrolisthes cinctipes,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,gbif,GBIF:2222718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,gbif,GBIF:5776654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Philodromus albidus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,gbif,GBIF:5169448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Philodromus histrio,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,gbif,GBIF:9488984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Philoscia muscorum,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,gbif,GBIF:2209507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pirata hygrophilus,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,gbif,GBIF:8327349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pirata latitans,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,gbif,GBIF:8202521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pirata uliginosus,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,gbif,GBIF:9408800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Plagusia chabrus,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,gbif,GBIF:5970883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Platyarthrus hoffmannseggii,Animalia,Arthropoda,Malacostraca,Isopoda,Platyarthridae,gbif,GBIF:2205012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Polydesmus angustus,Animalia,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,gbif,GBIF:1020607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Polydesmus coriaceus,Animalia,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,gbif,GBIF:1020585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Polydesmus denticulatus,Animalia,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,gbif,GBIF:9449327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Polydesmus inconstans,Animalia,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,gbif,GBIF:1020795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Porcellio scaber,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,gbif,GBIF:6284337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Porcellio spinicornis,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,gbif,GBIF:6284504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Porcellionides cingendus,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,gbif,GBIF:2211487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Porcellionides pruinosus,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,gbif,GBIF:2211355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Porrhomma microphthalmum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,gbif,GBIF:2135388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Achelous gibbesii,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,gbif,GBIF:5974591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Proasellus meridianus,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,gbif,GBIF:2206086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Schendyla nemorensis,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Schendylidae,gbif,GBIF:2234420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sicyonia dorsalis,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,gbif,GBIF:2223222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Simitidion simile,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,gbif,GBIF:2157547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Solenocera sp.,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Stigmatogaster subterranea,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Himantariidae,gbif,GBIF:2232819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Strigamia acuminata,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Linotaeniidae,gbif,GBIF:2232952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Strigamia crassipes,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Linotaeniidae,gbif,GBIF:2232992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tegenaria duellica,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,gbif,GBIF:2140008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tetraclita rubescens,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,gbif,GBIF:9188200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tetraclitella purpurascens,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,gbif,GBIF:4805497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Theridion impressum,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,gbif,GBIF:6718007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Keijia tincta,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,gbif,GBIF:4550685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Trachelipus rathkii,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,gbif,GBIF:2209087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Trachypeneus sp.,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Trachypenaeus sp.,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Trichoniscus pusillus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,gbif,GBIF:2207872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Trichoniscus pygmaeus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,gbif,GBIF:2207855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Urothoe poseidonis,Animalia,Arthropoda,Malacostraca,Amphipoda,Urothoidae,gbif,GBIF:2216086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Walckenaeria clavicornis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,gbif,GBIF:2134728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Westwoodilla caecula,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,gbif,GBIF:2218827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Xysticus kochi,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,gbif,GBIF:2165357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Zilla diodia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,gbif,GBIF:5170966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alectoria ochroleuca,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:5261195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alternaria brassicae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,gbif,GBIF:2616257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bryoria fuscescens,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2606557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Calicium viride,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,gbif,GBIF:2609261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cetraria aculeata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cetraria ericetorum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cetraria islandica,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:10760205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cetraria nigricans,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:7247527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia arbuscula,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia rangiferina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia stellaris,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia amaurocraea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:7246667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia bellidiflora,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia cenotea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia coccifera,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:7246653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia cornuta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia crispata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:6606832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia deformis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:9075436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia furcata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:7246646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia gracilis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia macrophylla,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia pleurota,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia pyxidata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:2607695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia squamosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:7411883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia symphycarpa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:3391014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cladonia uncialis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,gbif,GBIF:11103124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Claviceps africana,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,gbif,GBIF:5251469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bipolaris maydis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,gbif,GBIF:2615950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bipolaris sorokiniana,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,gbif,GBIF:2615927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Colletotrichum acutatum,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,gbif,GBIF:2568796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Colletotrichum truncatum,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,gbif,GBIF:2568787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Evernia prunastri,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Flavocetraria cucullata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:10307780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Flavocetraria nivalis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:10375240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Fusarium sporotrichioides,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,gbif,GBIF:5252098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Fusarium avenaceum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,gbif,GBIF:5251668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Gowardia nigricans,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:7772359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hypocenomyce scalaris,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Ophioparmaceae,gbif,GBIF:3434172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hypogymnia physodes,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:7247635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Hypogymnia tubulosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2606511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ramularia collo-cygni,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,gbif,GBIF:5263625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Dothistroma septosporum,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,gbif,GBIF:8209500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Nephroma arcticum,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Nephromataceae,gbif,GBIF:2601181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parmelia sulcata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parmeliopsis ambigua,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peltigera sp.,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Platismatia glauca,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pseudevernia furfuracea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ramalina farinacea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,gbif,GBIF:2608167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Ramalina fastigiata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,gbif,GBIF:2608115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Solorina crocea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,gbif,GBIF:2601134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sphaerophorus fragilis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,gbif,GBIF:5261340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sphaerophorus globosus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,gbif,GBIF:5261338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Stereocaulon sp.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Thamnolia vermicularis,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,gbif,GBIF:2600378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tuckermannopsis chlorophylla,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:10474267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Usnea hirta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2606030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Usnea subfloridana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2606023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vulpicida pinastri,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,gbif,GBIF:2605831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Xanthoria parietina,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,gbif,GBIF:2609969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pseudo-Nitzschia sp.,Plantae,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Thalassiosira sp.,Plantae,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phakopsora ampelopsidis,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phakopsoraceae,gbif,GBIF:2514134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Alleniella complanata,Plantae,Bryophyta,Bryopsida,Leucodontales,Neckeraceae,gbif,GBIF:8232782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aloina aloides,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,gbif,GBIF:2671385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amblyodon dealbatus,Plantae,Bryophyta,Bryopsida,Bryales,Meesiaceae,gbif,GBIF:5282423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amblystegium fluviatile,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,gbif,GBIF:2681736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amblystegium serpens,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,gbif,GBIF:7871150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amblystegium tenax,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,gbif,GBIF:2681735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Amphidium mougeotii,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,gbif,GBIF:2672780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Andreaea alpina,Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,gbif,GBIF:5283964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Andreaea frigida,Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,gbif,GBIF:5283928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anoectangium aestivum,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,gbif,GBIF:2670446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Anomodon viticulosus,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,gbif,GBIF:5283423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Antitrichia curtipendula,Plantae,Bryophyta,Bryopsida,Leucodontales,Leucodontaceae,gbif,GBIF:2678391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Archidium alternifolium,Plantae,Bryophyta,Bryopsida,Archidiales,Archidiaceae,gbif,GBIF:2673698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Atrichum undulatum,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,gbif,GBIF:2673299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Aulacomnium androgynum,Plantae,Bryophyta,Bryopsida,Bryales,Aulacomniaceae,gbif,GBIF:2675978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
